                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                 1.2938,                 1.0532,                 1.1074,                 0.7009,                0.71796,                0.75375,                0.42926,                  1.411,                 1.1754,                 1.2507,              0.0018278,              0.0018278,              0.0018278
                     12,                  1.318,                 1.0647,                  1.108,                0.79349,                0.67526,                0.77015,                0.45494,                 1.4629,                 1.1593,                 1.2677,              0.0018106,              0.0018106,              0.0018106
                     13,                  1.285,                  1.019,                 1.1048,                0.82658,                0.66874,                0.74893,                0.45996,                 1.3567,                 1.1787,                 1.2283,              0.0017934,              0.0017934,              0.0017934
                     14,                  1.277,                 1.0085,                 1.0994,                0.75496,                0.68274,                0.76099,                0.46154,                 1.3274,                 1.2494,                 1.2029,              0.0017762,              0.0017762,              0.0017762
                     15,                 1.2779,                 1.0036,                 1.1022,                0.79028,                0.73095,                0.81169,                0.48533,                  1.341,                 1.0263,                 1.2141,               0.001759,               0.001759,               0.001759
                     16,                 1.2415,                 0.9434,                 1.0751,                0.80495,                0.70601,                0.80533,                0.50454,                 1.3086,                0.97736,                 1.1918,              0.0017417,              0.0017417,              0.0017417
                     17,                 1.2296,                0.95192,                 1.0716,                0.77893,                0.67341,                0.76537,                0.46689,                 1.3085,                 1.1076,                 1.1984,              0.0017245,              0.0017245,              0.0017245
                     18,                 1.2144,                0.92025,                 1.0635,                0.82221,                0.71229,                 0.8012,                0.48301,                 1.3497,                 1.0233,                 1.2062,              0.0017073,              0.0017073,              0.0017073
                     19,                  1.225,                 0.9403,                 1.0677,                0.79853,                0.68424,                0.78732,                0.47108,                 1.3834,                 1.1194,                 1.2401,              0.0016901,              0.0016901,              0.0016901
                     20,                 1.1994,                0.92646,                 1.0688,                0.79711,                0.77605,                0.82542,                0.49363,                 1.3368,                0.98179,                 1.2211,              0.0016729,              0.0016729,              0.0016729
                     21,                 1.2112,                0.93593,                 1.0697,                  0.795,                 0.6212,                0.74269,                0.44398,                 1.3771,                 1.1665,                 1.2305,              0.0016557,              0.0016557,              0.0016557
                     22,                 1.1863,                0.91592,                 1.0634,                0.74199,                0.69518,                0.76427,                0.44271,                 1.3908,                 1.1941,                 1.2214,              0.0016384,              0.0016384,              0.0016384
                     23,                 1.1765,                0.88131,                 1.0434,                0.85667,                0.74495,                0.84246,                0.53448,                 1.3039,                0.90902,                 1.1909,              0.0016212,              0.0016212,              0.0016212
                     24,                 1.1739,                 0.8742,                 1.0609,                 0.8309,                0.74127,                0.83345,                 0.5288,                 1.2489,                0.96322,                 1.1715,               0.001604,               0.001604,               0.001604
                     25,                 1.1618,                0.86126,                  1.041,                0.81854,                 0.7776,                0.85017,                0.54067,                 1.2428,                0.92674,                 1.1573,              0.0015868,              0.0015868,              0.0015868
                     26,                 1.1601,                0.86358,                  1.044,                0.78961,                0.74339,                0.79628,                0.50211,                 1.2892,                0.96515,                 1.1754,              0.0015696,              0.0015696,              0.0015696
                     27,                 1.1493,                0.83198,                 1.0372,                0.84939,                0.76306,                0.85431,                0.54889,                 1.2455,                0.88537,                 1.1503,              0.0015523,              0.0015523,              0.0015523
                     28,                 1.1406,                0.82146,                 1.0341,                0.84145,                0.73456,                0.82711,                 0.5114,                  1.315,                0.95087,                 1.2128,              0.0015351,              0.0015351,              0.0015351
                     29,                 1.1244,                0.79894,                 1.0242,                0.85194,                0.74276,                0.85467,                 0.5609,                 1.2131,                0.83075,                 1.1434,              0.0015179,              0.0015179,              0.0015179
                     30,                  1.129,                 0.8065,                 1.0281,                0.84404,                0.79117,                0.86713,                0.55028,                 1.2288,                0.85073,                 1.1547,              0.0015007,              0.0015007,              0.0015007
                     31,                 1.1052,                0.79279,                 1.0215,                0.87391,                0.77607,                0.87586,                0.54981,                 1.2548,                0.86384,                 1.1608,              0.0014835,              0.0014835,              0.0014835
                     32,                 1.1002,                 0.7898,                 1.0154,                 0.8013,                0.79627,                0.85446,                0.54107,                 1.3033,                0.86583,                 1.1599,              0.0014663,              0.0014663,              0.0014663
                     33,                 1.1106,                0.78168,                 1.0197,                0.84908,                0.80715,                0.87325,                0.56232,                 1.2631,                0.82372,                 1.1786,               0.001449,               0.001449,               0.001449
                     34,                 1.0748,                0.76678,                 1.0029,                0.84473,                 0.7465,                0.84736,                0.54673,                  1.243,                0.85459,                 1.1733,              0.0014318,              0.0014318,              0.0014318
                     35,                 1.0872,                0.75233,                 1.0045,                  0.886,                0.76144,                0.86874,                0.57926,                  1.216,                0.82656,                 1.1636,              0.0014146,              0.0014146,              0.0014146
                     36,                 1.0848,                0.74038,                 1.0009,                0.84025,                 0.7916,                0.86627,                0.56617,                 1.2067,                0.84037,                 1.1486,              0.0013974,              0.0013974,              0.0013974
                     37,                 1.0811,                0.75835,                 1.0083,                0.88466,                0.78728,                0.87857,                0.57627,                 1.2188,                0.82071,                   1.14,              0.0013802,              0.0013802,              0.0013802
                     38,                 1.0562,                0.72587,                 1.0053,                0.91429,                0.73717,                0.86895,                0.55793,                 1.2616,                0.81978,                 1.1472,               0.001363,               0.001363,               0.001363
                     39,                 1.0741,                0.73259,                 1.0041,                0.84033,                0.78383,                0.86169,                0.53044,                 1.3509,                0.84266,                 1.1982,              0.0013457,              0.0013457,              0.0013457
                     40,                 1.0688,                0.72605,                 1.0026,                0.81444,                0.83961,                0.88235,                0.59326,                  1.175,                0.75758,                 1.1376,              0.0013285,              0.0013285,              0.0013285
                     41,                 1.0471,                0.72474,                0.99123,                0.84918,                0.79687,                0.87726,                0.57859,                 1.2145,                0.75918,                 1.1618,              0.0013113,              0.0013113,              0.0013113
                     42,                 1.0251,                0.70447,                0.98058,                 0.8961,                0.81817,                0.89626,                0.57331,                 1.2272,                0.74774,                 1.1461,              0.0012941,              0.0012941,              0.0012941
                     43,                 1.0185,                0.70186,                 0.9817,                0.88242,                0.79938,                0.89301,                0.59324,                 1.1946,                0.76553,                  1.138,              0.0012769,              0.0012769,              0.0012769
                     44,                 1.0416,                 0.6985,                0.99181,                0.89281,                0.79627,                 0.9031,                0.59461,                 1.2136,                 0.7377,                 1.1364,              0.0012597,              0.0012597,              0.0012597
                     45,                 1.0152,                0.69057,                0.97861,                0.87648,                0.77294,                0.87395,                0.58081,                 1.2086,                0.78083,                 1.1427,              0.0012424,              0.0012424,              0.0012424
                     46,                 1.0207,                0.69213,                0.98888,                0.84991,                0.83662,                0.88801,                0.57523,                 1.2223,                0.77467,                 1.1562,              0.0012252,              0.0012252,              0.0012252
                     47,                 1.0205,                0.69301,                0.98574,                0.88808,                0.81649,                0.89456,                0.59427,                 1.1862,                0.75326,                 1.1181,               0.001208,               0.001208,               0.001208
                     48,                 1.0175,                0.66948,                0.97288,                0.87507,                0.82787,                0.90419,                0.60844,                   1.19,                0.71595,                 1.1315,              0.0011908,              0.0011908,              0.0011908
                     49,                 0.9894,                0.67054,                0.97116,                 0.8531,                0.84448,                0.88078,                0.58015,                 1.2112,                0.81514,                 1.1447,              0.0011736,              0.0011736,              0.0011736
                     50,                0.98655,                0.65975,                0.96937,                0.86049,                0.84914,                0.88647,                0.59975,                 1.1646,                0.72538,                 1.1276,              0.0011563,              0.0011563,              0.0011563
                     51,                 1.0042,                0.67051,                0.97261,                0.87183,                0.83574,                0.89749,                0.59487,                 1.1722,                0.73553,                 1.1295,              0.0011391,              0.0011391,              0.0011391
                     52,                 1.0001,                0.65691,                 0.9696,                 0.8828,                0.82426,                 0.8905,                0.59951,                 1.1626,                0.72166,                 1.1292,              0.0011219,              0.0011219,              0.0011219
                     53,                0.96258,                0.62569,                0.95398,                0.87733,                0.83048,                0.89681,                0.60126,                 1.1509,                0.72665,                 1.1319,              0.0011047,              0.0011047,              0.0011047
                     54,                 1.0009,                0.64127,                0.97089,                0.90793,                0.84355,                0.91484,                0.61287,                 1.1419,                0.67046,                 1.1286,              0.0010875,              0.0010875,              0.0010875
                     55,                0.97381,                0.63958,                0.96245,                0.88501,                0.85226,                0.90795,                0.61293,                 1.1546,                0.71124,                 1.1008,              0.0010703,              0.0010703,              0.0010703
                     56,                0.95549,                 0.6152,                0.94662,                 0.8867,                0.81545,                0.89871,                0.60643,                 1.1549,                0.70044,                 1.1159,               0.001053,               0.001053,               0.001053
                     57,                0.97021,                0.62612,                0.96224,                0.90121,                0.83708,                 0.9034,                0.61921,                 1.1471,                0.73387,                 1.1111,              0.0010358,              0.0010358,              0.0010358
                     58,                0.94436,                0.61702,                0.95488,                0.88782,                0.83204,                0.89595,                0.60852,                 1.1521,                0.70432,                 1.1181,              0.0010186,              0.0010186,              0.0010186
                     59,                0.95188,                0.61296,                0.94974,                0.86391,                0.84292,                0.90094,                0.60787,                 1.1687,                 0.7298,                   1.13,              0.0010014,              0.0010014,              0.0010014
                     60,                0.94658,                0.62105,                0.94694,                0.88274,                0.84759,                0.90918,                0.61833,                 1.1465,                0.71591,                 1.1218,             0.00098417,             0.00098417,             0.00098417
                     61,                0.92395,                 0.6063,                0.95366,                0.90585,                0.85692,                0.91592,                0.62756,                 1.1361,                0.68859,                 1.1095,             0.00096696,             0.00096696,             0.00096696
                     62,                0.93334,                0.60909,                0.94618,                0.88062,                0.84894,                 0.9052,                0.61136,                 1.1424,                0.72383,                 1.1304,             0.00094974,             0.00094974,             0.00094974
                     63,                0.93919,                0.60402,                0.94793,                0.90034,                0.82893,                0.89531,                0.61185,                 1.1613,                0.69315,                 1.1171,             0.00093252,             0.00093252,             0.00093252
                     64,                0.92949,                0.63375,                0.94367,                0.89158,                0.84603,                 0.9087,                0.61465,                   1.13,                0.69558,                 1.1172,              0.0009153,              0.0009153,              0.0009153
                     65,                0.92488,                0.59752,                0.94894,                0.92014,                0.82431,                0.91595,                0.61856,                 1.1579,                0.68094,                 1.1134,             0.00089809,             0.00089809,             0.00089809
                     66,                0.91795,                0.58438,                0.93637,                0.91988,                0.84292,                0.91633,                0.62799,                 1.1325,                0.67504,                 1.1058,             0.00088087,             0.00088087,             0.00088087
                     67,                 0.9027,                0.58185,                0.93448,                0.91715,                0.85537,                0.91457,                0.62099,                 1.1189,                0.65604,                 1.0994,             0.00086365,             0.00086365,             0.00086365
                     68,                0.92387,                 0.5891,                0.94683,                0.88991,                0.86747,                0.91465,                0.63128,                 1.1227,                0.67254,                 1.1139,             0.00084643,             0.00084643,             0.00084643
                     69,                0.91023,                0.58925,                0.94393,                0.91118,                0.83515,                0.90542,                0.62674,                 1.1591,                0.68483,                 1.1305,             0.00082922,             0.00082922,             0.00082922
                     70,                0.89308,                0.57328,                0.93123,                0.92389,                0.85226,                  0.917,                0.62982,                 1.1011,                0.65208,                  1.105,               0.000812,               0.000812,               0.000812
                     71,                0.89118,                0.56517,                0.93031,                0.89217,                 0.8621,                0.91453,                0.62932,                 1.1294,                0.67365,                 1.1121,             0.00079478,             0.00079478,             0.00079478
                     72,                0.88985,                0.57174,                0.93278,                0.90243,                0.84863,                0.91169,                0.62891,                 1.1067,                 0.6578,                 1.1164,             0.00077757,             0.00077757,             0.00077757
                     73,                0.87946,                0.55946,                0.92609,                0.93606,                 0.8507,                0.92191,                0.64247,                 1.1162,                0.63306,                 1.1209,             0.00076035,             0.00076035,             0.00076035
                     74,                0.88943,                0.54816,                0.92032,                0.92621,                0.85537,                0.91957,                0.63693,                 1.1217,                0.64854,                 1.1206,             0.00074313,             0.00074313,             0.00074313
                     75,                0.85718,                 0.5433,                0.91846,                0.91881,                0.86159,                0.92957,                0.64446,                 1.0886,                0.63501,                 1.1035,             0.00072591,             0.00072591,             0.00072591
                     76,                0.86027,                0.55123,                  0.924,                0.92096,                0.86979,                  0.922,                0.63993,                 1.1208,                0.64586,                  1.106,              0.0007087,              0.0007087,              0.0007087
                     77,                 0.8688,                0.55587,                0.92624,                0.90225,                0.86003,                0.92343,                0.64153,                  1.121,                0.63446,                 1.1234,             0.00069148,             0.00069148,             0.00069148
                     78,                0.85225,                0.53629,                0.91879,                0.91497,                0.85349,                0.92134,                0.64368,                 1.0993,                0.64377,                 1.1112,             0.00067426,             0.00067426,             0.00067426
                     79,                0.86095,                0.54723,                0.91503,                0.92051,                 0.8465,                0.92496,                0.64408,                 1.1013,                0.62525,                  1.115,             0.00065704,             0.00065704,             0.00065704
                     80,                0.84067,                0.53611,                 0.9167,                0.92178,                0.86003,                0.92841,                 0.6513,                 1.0928,                0.61192,                 1.1111,             0.00063983,             0.00063983,             0.00063983
                     81,                0.84101,                0.52196,                0.91291,                 0.9125,                 0.8596,                 0.9095,                0.63672,                 1.0798,                 0.6307,                 1.0988,             0.00062261,             0.00062261,             0.00062261
                     82,                0.85321,                0.53047,                0.91658,                0.91449,                 0.8815,                0.93212,                0.64574,                 1.0752,                0.62169,                 1.0797,             0.00060539,             0.00060539,             0.00060539
                     83,                0.84154,                0.52674,                0.91372,                0.93812,                0.85537,                0.92543,                 0.6399,                 1.0921,                0.62848,                 1.0957,             0.00058817,             0.00058817,             0.00058817
                     84,                0.83935,                0.52719,                0.91229,                0.92673,                0.86545,                0.93255,                0.65022,                 1.0893,                 0.6114,                    1.1,             0.00057096,             0.00057096,             0.00057096
                     85,                 0.8425,                0.51465,                0.91409,                0.92149,                0.85381,                0.92147,                0.64255,                 1.0641,                0.60117,                 1.1003,             0.00055374,             0.00055374,             0.00055374
                     86,                0.80818,                0.49896,                0.90496,                0.95077,                0.83204,                0.92607,                0.64936,                 1.0892,                0.60393,                 1.0901,             0.00053652,             0.00053652,             0.00053652
                     87,                0.81504,                0.50485,                0.90693,                0.90457,                0.87869,                0.92376,                0.65178,                  1.067,                0.60663,                  1.092,              0.0005193,              0.0005193,              0.0005193
                     88,                0.81235,                0.50427,                0.90283,                0.93142,                0.84485,                0.92985,                0.65446,                 1.0958,                0.61751,                 1.1058,             0.00050209,             0.00050209,             0.00050209
                     89,                0.81523,                0.50475,                0.90056,                0.91339,                0.88568,                0.93122,                0.65863,                 1.0564,                0.59534,                  1.094,             0.00048487,             0.00048487,             0.00048487
                     90,                0.80404,                0.49068,                0.89771,                0.91252,                0.87607,                0.93146,                0.65706,                 1.0504,                0.58875,                 1.0987,             0.00046765,             0.00046765,             0.00046765
                     91,                0.80382,                 0.4953,                0.90715,                0.90577,                  0.882,                0.92859,                0.65636,                 1.0748,                0.59367,                 1.1136,             0.00045043,             0.00045043,             0.00045043
                     92,                0.78562,                0.49103,                0.89566,                0.92135,                0.85632,                0.92934,                0.64936,                 1.0752,                0.61115,                 1.1085,             0.00043322,             0.00043322,             0.00043322
                     93,                0.79309,                0.49085,                0.89758,                0.91403,                0.87635,                0.92944,                0.66025,                 1.0567,                0.59194,                 1.0966,               0.000416,               0.000416,               0.000416
                     94,                0.78429,                0.49008,                0.89734,                0.91986,                0.87403,                0.92663,                0.65962,                 1.0491,                0.58437,                  1.094,             0.00039878,             0.00039878,             0.00039878
                     95,                0.81072,                0.49287,                0.90182,                0.93335,                0.84934,                0.93149,                0.65154,                 1.0653,                0.59235,                 1.1036,             0.00038157,             0.00038157,             0.00038157
                     96,                 0.7887,                0.48782,                0.89363,                0.92772,                0.84603,                0.92306,                0.65523,                 1.0506,                0.58861,                 1.0967,             0.00036435,             0.00036435,             0.00036435
                     97,                0.77331,                0.48118,                 0.8873,                 0.9214,                0.87513,                 0.9273,                0.65435,                 1.0806,                0.58819,                 1.1033,             0.00034713,             0.00034713,             0.00034713
                     98,                0.78951,                0.47944,                0.89631,                0.92895,                 0.8744,                0.92975,                0.66298,                 1.0533,                0.58315,                 1.0961,             0.00032991,             0.00032991,             0.00032991
                     99,                0.77233,                 0.4721,                0.89243,                0.95057,                0.84603,                0.92659,                0.65641,                 1.0607,                0.59841,                 1.0947,              0.0003127,              0.0003127,              0.0003127
                    100,                0.76262,                0.46415,                0.88707,                0.92544,                0.86865,                0.93555,                0.66558,                 1.0557,                0.58256,                 1.0978,             0.00029548,             0.00029548,             0.00029548
                    101,                0.76803,                0.46983,                0.88977,                0.92705,                0.86955,                0.93502,                0.67192,                 1.0572,                0.57716,                 1.0933,             0.00027826,             0.00027826,             0.00027826
                    102,                0.76514,                0.47327,                0.89208,                0.93287,                0.86448,                0.93299,                0.66522,                 1.0581,                0.58233,                 1.0961,             0.00026104,             0.00026104,             0.00026104
                    103,                0.75647,                0.46339,                0.89048,                0.92073,                0.87869,                0.92732,                0.66254,                  1.057,                0.58593,                 1.0917,             0.00024383,             0.00024383,             0.00024383
                    104,                0.75699,                0.46646,                0.88163,                0.91828,                 0.8738,                0.92959,                0.66354,                 1.0611,                0.57597,                 1.0962,             0.00022661,             0.00022661,             0.00022661
                    105,                0.73067,                0.42522,                0.88629,                0.91895,                0.88164,                0.93483,                0.66842,                 1.0512,                0.57879,                 1.0888,             0.00020939,             0.00020939,             0.00020939
                    106,                0.70799,                0.41767,                0.87985,                0.91639,                0.87869,                0.93017,                0.66473,                 1.0682,                0.59465,                 1.0932,             0.00019217,             0.00019217,             0.00019217
                    107,                0.70645,                0.40973,                0.87801,                0.92092,                0.86931,                0.93053,                  0.667,                 1.0541,                0.58651,                 1.0926,             0.00017496,             0.00017496,             0.00017496
                    108,                 0.7022,                 0.4115,                  0.879,                0.91488,                0.86925,                0.92922,                0.66698,                 1.0489,                 0.5932,                 1.0905,             0.00015774,             0.00015774,             0.00015774
                    109,                 0.6959,                0.40152,                0.86735,                0.93871,                0.85743,                0.93427,                0.66659,                 1.0699,                0.58213,                 1.1008,             0.00014052,             0.00014052,             0.00014052
                    110,                0.67479,                0.39051,                0.87132,                0.91222,                0.87271,                0.93102,                0.66608,                 1.0715,                0.59432,                 1.1048,              0.0001233,              0.0001233,              0.0001233
                    111,                0.68026,                0.39368,                0.87063,                0.91326,                0.88419,                0.93369,                0.67165,                 1.0424,                0.56692,                 1.0919,             0.00010609,             0.00010609,             0.00010609
                    112,                0.67602,                0.39079,                0.87037,                0.92051,                0.86936,                  0.932,                0.67299,                 1.0438,                0.57088,                 1.0936,              8.887e-05,              8.887e-05,              8.887e-05
                    113,                0.67089,                0.38338,                0.86639,                0.92616,                0.86625,                0.93111,                 0.6707,                 1.0468,                0.57757,                 1.0917,             7.1652e-05,             7.1652e-05,             7.1652e-05
                    114,                0.66533,                0.38786,                0.86227,                0.92098,                0.88025,                0.93484,                 0.6743,                 1.0421,                0.56905,                 1.0893,             5.4435e-05,             5.4435e-05,             5.4435e-05
