                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    115,                  1.132,                0.79503,                 1.1165,                0.86502,                0.79734,                0.87249,                0.57021,                  1.234,                0.79241,                 1.3096,               0.004357,               0.004357,               0.004357
                    116,                 1.1351,                0.77993,                 1.1098,                0.83906,                0.80404,                0.86543,                0.56003,                 1.2203,                0.81558,                 1.2963,              0.0043075,              0.0043075,              0.0043075
                    117,                 1.1013,                0.76629,                 1.1161,                0.85143,                 0.8056,                0.88353,                0.56583,                  1.221,                0.79679,                 1.3009,               0.004258,               0.004258,               0.004258
                    118,                 1.1446,                0.77651,                 1.1236,                0.84609,                0.77801,                0.85188,                0.54612,                 1.2141,                0.90328,                 1.3071,              0.0042085,              0.0042085,              0.0042085
                    119,                 1.1705,                0.78687,                 1.1323,                 0.8351,                0.82697,                 0.8797,                0.56409,                 1.2115,                0.79899,                 1.3072,               0.004159,               0.004159,               0.004159
                    120,                 1.1572,                0.79497,                 1.1101,                0.85823,                0.81337,                0.88783,                0.58265,                 1.2031,                0.76963,                 1.2885,              0.0041095,              0.0041095,              0.0041095
                    121,                 1.1315,                0.77986,                 1.1076,                0.85424,                0.82942,                0.88312,                0.56975,                 1.2145,                0.80691,                 1.2777,                0.00406,                0.00406,                0.00406
                    122,                 1.1245,                0.76104,                 1.1155,                0.86409,                0.81804,                0.88359,                0.57904,                 1.1959,                0.77127,                  1.266,              0.0040105,              0.0040105,              0.0040105
                    123,                 1.1503,                0.77329,                 1.1214,                  0.862,                0.82115,                0.88842,                0.58554,                 1.2064,                0.74543,                   1.27,               0.003961,               0.003961,               0.003961
                    124,                 1.1377,                0.77519,                 1.1109,                0.85532,                0.83667,                0.89267,                0.58539,                 1.2027,                0.73607,                 1.2804,              0.0039115,              0.0039115,              0.0039115
                    125,                 1.1285,                0.76737,                 1.1129,                 0.8442,                0.82584,                0.89121,                0.58481,                  1.201,                0.75667,                 1.2988,               0.003862,               0.003862,               0.003862
                    126,                 1.1035,                0.73102,                 1.0985,                0.87143,                0.81804,                0.89142,                0.58271,                  1.199,                0.77818,                 1.2785,              0.0038125,              0.0038125,              0.0038125
                    127,                 1.1078,                0.76404,                 1.1089,                0.87273,                0.83359,                0.90037,                0.58946,                 1.1948,                 0.7701,                 1.2904,               0.003763,               0.003763,               0.003763
                    128,                 1.0967,                 0.7562,                 1.1059,                 0.8694,                0.77605,                0.86998,                0.57572,                 1.1695,                0.80198,                 1.2715,              0.0037135,              0.0037135,              0.0037135
                    129,                 1.1148,                  0.755,                 1.0972,                0.85312,                0.81299,                0.87956,                0.58063,                 1.1719,                0.80403,                 1.2582,               0.003664,               0.003664,               0.003664
                    130,                 1.1152,                0.75398,                 1.1074,                0.86314,                0.82893,                0.89254,                0.58715,                 1.1742,                0.75297,                 1.2786,              0.0036145,              0.0036145,              0.0036145
                    131,                 1.1018,                0.74094,                 1.0992,                0.87136,                0.83515,                0.90263,                0.59439,                 1.1703,                0.72772,                 1.2727,               0.003565,               0.003565,               0.003565
                    132,                 1.1127,                0.72859,                 1.0992,                0.85654,                0.83826,                0.90174,                0.59111,                 1.1854,                0.73864,                 1.2736,              0.0035155,              0.0035155,              0.0035155
